review_id,review_text,rating,category,verified_purchase,helpful_votes,review_date,sentiment
R01368,Decent but could be better.,3,Electronics,True,0,2025-09-13,Neutral
R01369,"Great purchase, very satisfied. Customer service was helpful.",4,Electronics,True,0,2025-02-24,Positive
R01370,"Amazing quality, worth every penny. Fast delivery!",5,Clothing,True,0,2025-11-13,Positive
R01371,"Horrible experience, never buying again. Customer service was unhelpful.",1,Beauty,True,1,2025-07-10,Negative
R01372,Decent but could be better.,3,Home & Kitchen,True,0,2025-09-20,Neutral
R01373,"Amazing quality, worth every penny. The electronics quality is excellent.",5,Electronics,True,1,2025-05-23,Positive
R01374,Loved it! Will buy again. Exactly as described.,4,Books,False,0,2025-08-02,Positive
R01375,"Terrible product, do not buy. Customer service was unhelpful.",2,Clothing,True,3,2026-01-11,Negative
R01376,Loved it! Will buy again. Exactly as described.,5,Home & Kitchen,True,0,2025-05-11,Positive
R01377,Loved it! Will buy again. Fast delivery!,4,Sports,True,0,2025-10-08,Positive
R01378,Excellent product! Highly recommended. Great packaging.,4,Books,True,0,2025-08-10,Positive
R01379,Excellent product! Highly recommended. Exactly as described.,5,Clothing,True,1,2025-12-04,Positive
R01380,"Poor quality, broke after one use. Customer service was unhelpful.",1,Home & Kitchen,False,0,2025-10-24,Negative
R01381,"Worst purchase ever, total waste. Not as shown in pictures.",2,Clothing,True,2,2025-08-09,Negative
R01382,"Fantastic product, great value for money. Great packaging.",5,Sports,True,0,2025-07-03,Positive
R01383,"Great purchase, very satisfied. Exactly as described.",5,Clothing,False,13,2025-03-22,Positive
R01384,Outstanding quality and service. Exactly as described.,5,Books,False,3,2025-09-12,Positive
R01385,Outstanding quality and service. The electronics quality is excellent.,5,Electronics,False,3,2025-08-24,Positive
R01386,"Fantastic product, great value for money. The beauty quality is excellent.",5,Beauty,True,2,2025-11-19,Positive
R01387,"Great purchase, very satisfied. Exactly as described.",4,Sports,True,0,2025-11-06,Positive
R01388,Excellent product! Highly recommended. Fast delivery!,5,Sports,True,6,2025-11-26,Positive
R01389,Exceeded my expectations completely. Great packaging.,5,Beauty,False,0,2025-05-14,Positive
R01390,Best purchase I've made in months. Great packaging.,4,Electronics,True,0,2025-10-03,Positive
R01391,"Worst purchase ever, total waste. Delivery was late.",2,Clothing,True,0,2025-08-24,Negative
R01392,"Perfect product, fast delivery. Customer service was helpful.",5,Books,True,0,2025-11-06,Positive
R01393,"Wonderful experience, highly recommended. Great packaging.",4,Books,True,0,2025-03-09,Positive
R01394,"Worst purchase ever, total waste. The home & kitchen quality is poor.",2,Home & Kitchen,True,6,2025-06-04,Negative
R01395,"Amazing quality, worth every penny. The home & kitchen quality is excellent.",4,Home & Kitchen,True,0,2025-09-13,Positive
R01396,"Great purchase, very satisfied. The sports quality is excellent.",4,Sports,True,0,2025-07-13,Positive
R01397,Exceeded my expectations completely. Great packaging.,4,Sports,False,0,2026-01-23,Positive
R01398,"Average product, does the job.",3,Electronics,True,0,2026-01-12,Neutral
R01399,Outstanding quality and service. The clothing quality is excellent.,5,Clothing,True,0,2025-02-16,Positive
R01400,"Amazing quality, worth every penny. Fast delivery!",4,Home & Kitchen,True,0,2025-05-13,Positive
R01401,"Fantastic product, great value for money. The sports quality is excellent.",4,Sports,True,0,2026-01-28,Positive
R01402,Best purchase I've made in months. Exactly as described.,4,Clothing,True,0,2025-11-22,Positive
R01403,Best purchase I've made in months. The sports quality is excellent.,5,Sports,False,0,2026-01-13,Positive
R01404,Excellent product! Highly recommended. Fast delivery!,5,Beauty,True,1,2025-11-25,Positive
R01405,Loved it! Will buy again. The sports quality is excellent.,4,Sports,True,0,2025-09-05,Positive
R01406,"Fantastic product, great value for money. Exactly as described.",5,Electronics,True,2,2026-01-24,Positive
R01407,Decent but could be better.,3,Sports,True,0,2025-07-12,Neutral
R01408,Decent but could be better.,3,Sports,False,0,2025-08-08,Neutral
R01409,"Bad quality, not worth the price. Customer service was unhelpful.",2,Home & Kitchen,True,0,2025-03-13,Negative
R01410,"Amazing quality, worth every penny. Fast delivery!",4,Home & Kitchen,True,0,2025-12-30,Positive
R01411,"Fantastic product, great value for money. The sports quality is excellent.",5,Sports,True,0,2025-03-19,Positive
R01412,Outstanding quality and service. Exactly as described.,5,Beauty,True,2,2025-11-17,Positive
R01413,"Fantastic product, great value for money. Customer service was helpful.",5,Home & Kitchen,False,1,2025-08-16,Positive
R01414,"Fantastic product, great value for money. Fast delivery!",5,Electronics,True,0,2025-07-06,Positive
R01415,Loved it! Will buy again. Customer service was helpful.,5,Home & Kitchen,True,0,2025-11-26,Positive
R01416,Exceeded my expectations completely. Fast delivery!,5,Home & Kitchen,True,0,2025-12-09,Positive
R01417,"Fantastic product, great value for money. Fast delivery!",5,Sports,True,0,2025-11-07,Positive
R01418,Loved it! Will buy again. The beauty quality is excellent.,5,Beauty,True,1,2025-08-07,Positive
R01419,"Cheap material, very poor quality. Product arrived damaged.",2,Beauty,False,0,2025-10-29,Negative
R01420,Exceeded my expectations completely. Customer service was helpful.,4,Home & Kitchen,True,0,2026-01-02,Positive
R01421,"Great purchase, very satisfied. Customer service was helpful.",4,Electronics,True,0,2025-04-14,Positive
R01422,Best purchase I've made in months. Exactly as described.,4,Sports,False,0,2025-08-31,Positive
R01423,"Perfect product, fast delivery. Customer service was helpful.",5,Electronics,True,5,2025-11-26,Positive
R01424,Best purchase I've made in months. Exactly as described.,4,Home & Kitchen,True,0,2025-02-07,Positive
R01425,"It's okay, nothing special.",3,Home & Kitchen,True,0,2025-04-11,Neutral
R01426,"Fantastic product, great value for money. Exactly as described.",5,Clothing,False,1,2025-06-11,Positive
R01427,Loved it! Will buy again. The clothing quality is excellent.,4,Clothing,True,0,2025-08-24,Positive
R01428,"Horrible experience, never buying again. Not as shown in pictures.",2,Beauty,True,0,2025-12-09,Negative
R01429,"Fantastic product, great value for money. Customer service was helpful.",5,Home & Kitchen,True,1,2025-04-05,Positive
R01430,Exceeded my expectations completely. Exactly as described.,4,Sports,True,0,2025-07-27,Positive
R01431,"Great purchase, very satisfied. The clothing quality is excellent.",5,Clothing,True,2,2025-12-23,Positive
R01432,Very disappointed with the quality. Product arrived damaged.,2,Home & Kitchen,True,1,2025-03-14,Negative
R01433,"Wonderful experience, highly recommended. Fast delivery!",5,Electronics,True,2,2025-11-03,Positive
R01434,Not bad but not great either.,3,Books,True,0,2025-06-23,Neutral
R01435,"Fantastic product, great value for money. Fast delivery!",4,Clothing,True,0,2025-07-27,Positive
R01436,Loved it! Will buy again. The electronics quality is excellent.,4,Electronics,True,0,2025-08-21,Positive
R01437,"Bad quality, not worth the price. The books quality is poor.",2,Books,True,2,2025-02-21,Negative
R01438,"Amazing quality, worth every penny. Great packaging.",5,Beauty,True,0,2025-05-08,Positive
R01439,"Fantastic product, great value for money. The books quality is excellent.",4,Books,True,0,2025-12-08,Positive
R01440,Exceeded my expectations completely. Customer service was helpful.,5,Sports,False,0,2026-01-27,Positive
R01441,"Great purchase, very satisfied. Customer service was helpful.",4,Clothing,False,0,2025-08-22,Positive
R01442,"Amazing quality, worth every penny. Great packaging.",4,Clothing,False,0,2025-03-22,Positive
R01443,Decent but could be better.,3,Beauty,False,0,2025-05-24,Neutral
R01444,"Great purchase, very satisfied. Customer service was helpful.",5,Home & Kitchen,True,1,2026-01-29,Positive
R01445,"Great purchase, very satisfied. Great packaging.",5,Electronics,False,0,2025-02-02,Positive
R01446,Acceptable for the price.,3,Electronics,False,0,2025-03-05,Neutral
R01447,"Perfect product, fast delivery. Great packaging.",4,Sports,True,0,2026-01-14,Positive
R01448,"Average product, does the job.",3,Home & Kitchen,True,0,2025-03-22,Neutral
R01449,Best purchase I've made in months. Customer service was helpful.,4,Electronics,True,0,2025-02-13,Positive
R01450,"Amazing quality, worth every penny. The home & kitchen quality is excellent.",5,Home & Kitchen,True,2,2025-12-09,Positive
R01451,"Great purchase, very satisfied. Exactly as described.",4,Beauty,True,0,2025-10-03,Positive
R01452,"Amazing quality, worth every penny. Great packaging.",4,Books,True,0,2025-07-25,Positive
R01453,"Perfect product, fast delivery. The home & kitchen quality is excellent.",5,Home & Kitchen,True,1,2025-04-16,Positive
R01454,"Amazing quality, worth every penny. Customer service was helpful.",4,Home & Kitchen,True,0,2025-03-31,Positive
R01455,Exceeded my expectations completely. Customer service was helpful.,5,Clothing,True,0,2025-06-13,Positive
R01456,Decent but could be better.,3,Books,True,0,2025-07-22,Neutral
R01457,Best purchase I've made in months. The sports quality is excellent.,4,Sports,False,0,2025-06-23,Positive
R01458,Not bad but not great either.,3,Sports,True,0,2025-06-26,Neutral
R01459,"Amazing quality, worth every penny. Fast delivery!",5,Clothing,False,0,2025-10-10,Positive
R01460,Exceeded my expectations completely. The home & kitchen quality is excellent.,5,Home & Kitchen,True,1,2025-10-14,Positive
R01461,"Bad quality, not worth the price. Not as shown in pictures.",1,Books,True,1,2026-01-06,Negative
R01462,Best purchase I've made in months. Great packaging.,4,Electronics,True,0,2025-07-11,Positive
R01463,"Amazing quality, worth every penny. Customer service was helpful.",5,Home & Kitchen,True,0,2025-05-30,Positive
R01464,"Bad quality, not worth the price. Product arrived damaged.",2,Sports,False,2,2026-01-11,Negative
R01465,Excellent product! Highly recommended. Exactly as described.,5,Clothing,True,2,2025-09-27,Positive
R01466,"Cheap material, very poor quality. The home & kitchen quality is poor.",1,Home & Kitchen,False,0,2025-06-11,Negative
R01467,"Great purchase, very satisfied. The home & kitchen quality is excellent.",5,Home & Kitchen,True,1,2025-07-15,Positive
R01468,Loved it! Will buy again. The sports quality is excellent.,5,Sports,True,7,2025-12-12,Positive
R01469,Excellent product! Highly recommended. Fast delivery!,4,Home & Kitchen,False,0,2025-10-13,Positive
R01470,"Terrible product, do not buy. Customer service was unhelpful.",2,Books,True,7,2025-11-14,Negative
R01471,Acceptable for the price.,3,Home & Kitchen,True,0,2025-07-09,Neutral
R01472,Outstanding quality and service. The clothing quality is excellent.,4,Clothing,True,0,2025-06-10,Positive
R01473,"Wonderful experience, highly recommended. Exactly as described.",5,Books,True,5,2025-08-31,Positive
R01474,"Great purchase, very satisfied. Fast delivery!",4,Beauty,False,0,2025-03-11,Positive
R01475,Not bad but not great either.,3,Clothing,True,0,2025-06-02,Neutral
R01476,"Perfect product, fast delivery. Customer service was helpful.",5,Sports,True,1,2025-07-05,Positive
R01477,"Great purchase, very satisfied. Customer service was helpful.",5,Home & Kitchen,True,4,2025-04-08,Positive
R01478,"Fantastic product, great value for money. The electronics quality is excellent.",5,Electronics,True,2,2025-09-27,Positive
R01479,Best purchase I've made in months. Great packaging.,4,Home & Kitchen,True,0,2025-05-08,Positive
R01480,Outstanding quality and service. Customer service was helpful.,5,Home & Kitchen,True,2,2025-09-05,Positive
R01481,"Average product, does the job.",3,Clothing,True,0,2025-03-02,Neutral
R01482,"Average product, does the job.",3,Electronics,True,0,2025-08-27,Neutral
R01483,Excellent product! Highly recommended. Fast delivery!,4,Home & Kitchen,True,0,2025-04-28,Positive
R01484,"Amazing quality, worth every penny. Exactly as described.",4,Books,True,0,2025-11-15,Positive
R01485,Loved it! Will buy again. Exactly as described.,4,Sports,True,0,2025-09-26,Positive
R01486,Outstanding quality and service. Fast delivery!,5,Clothing,True,0,2025-04-28,Positive
R01487,"Wonderful experience, highly recommended. Customer service was helpful.",5,Books,True,2,2025-08-23,Positive
R01488,Best purchase I've made in months. Exactly as described.,5,Sports,True,2,2025-05-28,Positive
R01489,"Poor quality, broke after one use. Delivery was late.",2,Sports,True,3,2026-01-20,Negative
R01490,"Worst purchase ever, total waste. Delivery was late.",2,Electronics,False,0,2025-12-30,Negative
R01491,Very disappointed with the quality. Not as shown in pictures.,2,Home & Kitchen,True,0,2026-01-07,Negative
R01492,Excellent product! Highly recommended. Exactly as described.,5,Books,True,0,2025-11-07,Positive
R01493,Loved it! Will buy again. Great packaging.,4,Books,False,0,2025-05-26,Positive
R01494,"Amazing quality, worth every penny. Exactly as described.",5,Electronics,True,3,2025-02-26,Positive
R01495,"Amazing quality, worth every penny. The clothing quality is excellent.",4,Clothing,True,0,2025-09-29,Positive
R01496,Outstanding quality and service. Fast delivery!,4,Electronics,True,0,2025-03-03,Positive
R01497,"Fantastic product, great value for money. Exactly as described.",4,Clothing,True,0,2025-05-12,Positive
R01498,Loved it! Will buy again. Exactly as described.,5,Electronics,False,2,2025-11-19,Positive
R01499,Acceptable for the price.,3,Beauty,True,0,2025-05-23,Neutral
R01500,Best purchase I've made in months. Customer service was helpful.,4,Clothing,False,0,2025-11-19,Positive
R01501,"It's okay, nothing special.",3,Beauty,True,0,2025-05-27,Neutral
R01502,Best purchase I've made in months. Exactly as described.,5,Electronics,False,1,2025-10-09,Positive
R01503,"Amazing quality, worth every penny. Fast delivery!",4,Books,True,0,2026-01-18,Positive
R01504,"Worst purchase ever, total waste. The beauty quality is poor.",2,Beauty,True,0,2025-11-27,Negative
R01505,"Great purchase, very satisfied. The books quality is excellent.",5,Books,True,9,2025-11-08,Positive
R01506,"Terrible product, do not buy. The electronics quality is poor.",2,Electronics,True,0,2025-10-01,Negative
R01507,Loved it! Will buy again. Exactly as described.,5,Sports,True,1,2026-01-27,Positive
R01508,Outstanding quality and service. Customer service was helpful.,4,Books,True,0,2025-05-24,Positive
R01509,"Wonderful experience, highly recommended. Fast delivery!",5,Beauty,True,1,2025-05-11,Positive
R01510,"Perfect product, fast delivery. Fast delivery!",4,Electronics,True,0,2025-07-29,Positive
R01511,"Great purchase, very satisfied. Fast delivery!",4,Electronics,False,0,2025-02-06,Positive
R01512,Loved it! Will buy again. Exactly as described.,5,Home & Kitchen,True,0,2025-08-14,Positive
R01513,"Perfect product, fast delivery. Exactly as described.",5,Home & Kitchen,True,1,2025-04-10,Positive
R01514,Exceeded my expectations completely. Exactly as described.,5,Beauty,True,8,2025-03-17,Positive
R01515,"Wonderful experience, highly recommended. Exactly as described.",5,Clothing,True,2,2025-09-20,Positive
R01516,"Great purchase, very satisfied. Exactly as described.",5,Electronics,True,0,2025-08-02,Positive
R01517,Decent but could be better.,3,Home & Kitchen,True,0,2025-03-26,Neutral
R01518,"Wonderful experience, highly recommended. Great packaging.",5,Electronics,True,4,2025-05-04,Positive
R01519,"Wonderful experience, highly recommended. The clothing quality is excellent.",5,Clothing,True,2,2025-07-11,Positive
R01520,Decent but could be better.,3,Home & Kitchen,True,0,2026-01-14,Neutral
R01521,"Completely unsatisfied, want refund. Delivery was late.",2,Clothing,True,0,2025-03-19,Negative
R01522,Loved it! Will buy again. Customer service was helpful.,4,Clothing,False,0,2026-01-20,Positive
R01523,"Wonderful experience, highly recommended. Exactly as described.",4,Books,True,0,2025-05-09,Positive
R01524,"Wonderful experience, highly recommended. Customer service was helpful.",5,Sports,True,0,2025-12-28,Positive
R01525,"Great purchase, very satisfied. The clothing quality is excellent.",4,Clothing,True,0,2025-05-26,Positive
R01526,Outstanding quality and service. Great packaging.,5,Home & Kitchen,True,1,2025-10-03,Positive
R01527,"Perfect product, fast delivery. Exactly as described.",4,Beauty,False,0,2025-11-07,Positive
R01528,"Average product, does the job.",3,Electronics,True,0,2025-04-27,Neutral
R01529,Outstanding quality and service. Customer service was helpful.,5,Beauty,True,2,2025-04-16,Positive
R01530,"Amazing quality, worth every penny. Fast delivery!",5,Books,True,1,2025-08-31,Positive
R01531,"Cheap material, very poor quality. The electronics quality is poor.",2,Electronics,True,0,2025-09-28,Negative
R01532,Not bad but not great either.,3,Clothing,True,0,2025-10-16,Neutral
R01533,Exceeded my expectations completely. Great packaging.,4,Clothing,True,0,2025-04-03,Positive
R01534,Outstanding quality and service. Fast delivery!,5,Books,True,0,2025-07-14,Positive
R01535,"Wonderful experience, highly recommended. Exactly as described.",5,Books,True,0,2025-06-09,Positive
R01536,"Cheap material, very poor quality. The sports quality is poor.",1,Sports,True,2,2025-09-20,Negative
R01537,"Wonderful experience, highly recommended. Fast delivery!",4,Home & Kitchen,True,0,2025-05-22,Positive
R01538,"Amazing quality, worth every penny. Great packaging.",4,Books,True,0,2025-11-24,Positive
R01539,"Wonderful experience, highly recommended. Exactly as described.",4,Books,False,0,2025-12-09,Positive
R01540,"Horrible experience, never buying again. Delivery was late.",1,Electronics,True,2,2025-12-16,Negative
R01541,"Bad quality, not worth the price. Product arrived damaged.",2,Electronics,True,1,2025-07-21,Negative
R01542,"Amazing quality, worth every penny. Fast delivery!",4,Home & Kitchen,True,0,2025-09-08,Positive
R01543,Exceeded my expectations completely. Exactly as described.,5,Books,False,2,2025-11-30,Positive
R01544,Best purchase I've made in months. The electronics quality is excellent.,4,Electronics,True,0,2025-10-30,Positive
R01545,Not bad but not great either.,3,Sports,True,0,2025-12-23,Neutral
R01546,Outstanding quality and service. Customer service was helpful.,4,Beauty,False,0,2025-08-15,Positive
R01547,Best purchase I've made in months. Exactly as described.,5,Books,True,1,2025-06-28,Positive
R01548,Exceeded my expectations completely. Fast delivery!,5,Books,False,2,2025-12-16,Positive
R01549,"Perfect product, fast delivery. Exactly as described.",5,Clothing,False,1,2025-11-12,Positive
R01550,Decent but could be better.,3,Beauty,True,0,2025-08-04,Neutral
R01551,"Fantastic product, great value for money. The home & kitchen quality is excellent.",4,Home & Kitchen,False,0,2025-11-13,Positive
R01552,Loved it! Will buy again. Fast delivery!,4,Sports,True,0,2025-02-18,Positive
R01553,"Great purchase, very satisfied. The beauty quality is excellent.",5,Beauty,True,2,2025-07-31,Positive
R01554,"Amazing quality, worth every penny. Fast delivery!",5,Home & Kitchen,True,0,2025-06-19,Positive
R01555,"Average product, does the job.",3,Home & Kitchen,True,0,2025-02-23,Neutral
R01556,Outstanding quality and service. Great packaging.,5,Beauty,True,0,2025-02-02,Positive
R01557,"Bad quality, not worth the price. Product arrived damaged.",2,Sports,True,0,2025-10-12,Negative
R01558,Best purchase I've made in months. Exactly as described.,5,Beauty,True,3,2025-03-13,Positive
R01559,Exceeded my expectations completely. Customer service was helpful.,4,Clothing,False,0,2026-01-18,Positive
R01560,Outstanding quality and service. Customer service was helpful.,4,Books,True,0,2025-12-25,Positive
R01561,"Great purchase, very satisfied. Great packaging.",4,Books,True,0,2025-07-01,Positive
R01562,Loved it! Will buy again. Great packaging.,5,Clothing,True,0,2025-09-23,Positive
R01563,"Wonderful experience, highly recommended. Exactly as described.",4,Books,True,0,2025-08-17,Positive
R01564,Very disappointed with the quality. Customer service was unhelpful.,2,Sports,True,1,2026-01-24,Negative
R01565,Acceptable for the price.,3,Books,True,0,2025-09-26,Neutral
R01566,"Perfect product, fast delivery. Customer service was helpful.",5,Books,True,1,2025-07-27,Positive
R01567,Best purchase I've made in months. The electronics quality is excellent.,4,Electronics,True,0,2025-09-19,Positive
R01568,"Great purchase, very satisfied. Customer service was helpful.",5,Electronics,False,0,2025-07-31,Positive
R01569,Acceptable for the price.,3,Electronics,False,0,2025-06-23,Neutral
R01570,Exceeded my expectations completely. Exactly as described.,5,Beauty,False,0,2025-08-30,Positive
R01571,Outstanding quality and service. The home & kitchen quality is excellent.,4,Home & Kitchen,True,0,2025-05-05,Positive
R01572,Best purchase I've made in months. Exactly as described.,4,Sports,True,0,2025-06-28,Positive
R01573,"Perfect product, fast delivery. Customer service was helpful.",4,Clothing,True,0,2025-11-16,Positive
R01574,"Completely unsatisfied, want refund. Customer service was unhelpful.",2,Books,True,5,2025-08-21,Negative
R01575,Best purchase I've made in months. Customer service was helpful.,5,Electronics,False,0,2025-06-02,Positive
R01576,Excellent product! Highly recommended. The sports quality is excellent.,4,Sports,True,0,2025-03-31,Positive
R01577,"Wonderful experience, highly recommended. Customer service was helpful.",4,Beauty,True,0,2025-05-15,Positive
R01578,"Bad quality, not worth the price. Customer service was unhelpful.",1,Sports,False,4,2025-09-15,Negative
R01579,Exceeded my expectations completely. Customer service was helpful.,5,Clothing,True,1,2025-04-30,Positive
R01580,"Perfect product, fast delivery. Customer service was helpful.",5,Books,True,1,2025-12-26,Positive
R01581,"Wonderful experience, highly recommended. The clothing quality is excellent.",4,Clothing,True,0,2026-01-11,Positive
R01582,Exceeded my expectations completely. Customer service was helpful.,5,Electronics,True,1,2025-04-14,Positive
R01583,Loved it! Will buy again. Customer service was helpful.,4,Books,True,0,2025-11-17,Positive
R01584,"Perfect product, fast delivery. Exactly as described.",5,Books,True,0,2025-12-11,Positive
R01585,Excellent product! Highly recommended. Customer service was helpful.,5,Books,True,9,2026-01-17,Positive
R01586,Exceeded my expectations completely. Customer service was helpful.,4,Books,True,0,2025-12-11,Positive
R01587,"Fantastic product, great value for money. Great packaging.",5,Sports,True,1,2025-05-17,Positive
R01588,"Fantastic product, great value for money. Great packaging.",5,Home & Kitchen,True,0,2025-05-22,Positive
R01589,"Average product, does the job.",3,Home & Kitchen,True,0,2025-04-08,Neutral
R01590,"Perfect product, fast delivery. The books quality is excellent.",4,Books,True,0,2026-01-06,Positive
R01591,"It's okay, nothing special.",3,Home & Kitchen,True,0,2025-12-14,Neutral
R01592,"Fantastic product, great value for money. The clothing quality is excellent.",5,Clothing,True,2,2025-07-05,Positive
R01593,"Terrible product, do not buy. Customer service was unhelpful.",2,Beauty,True,1,2025-08-20,Negative
R01594,"Bad quality, not worth the price. The electronics quality is poor.",2,Electronics,True,1,2025-04-25,Negative
R01595,Best purchase I've made in months. Great packaging.,5,Clothing,True,1,2025-10-19,Positive
R01596,Loved it! Will buy again. The clothing quality is excellent.,4,Clothing,True,0,2025-03-29,Positive
R01597,"Wonderful experience, highly recommended. Exactly as described.",4,Clothing,True,0,2025-11-21,Positive
R01598,"Perfect product, fast delivery. Customer service was helpful.",5,Clothing,False,0,2025-05-18,Positive
R01599,"Amazing quality, worth every penny. Customer service was helpful.",5,Books,True,0,2025-05-02,Positive
R01600,Outstanding quality and service. Customer service was helpful.,4,Clothing,True,0,2025-09-26,Positive
R01601,"Great purchase, very satisfied. Exactly as described.",5,Home & Kitchen,True,1,2025-10-13,Positive
R01602,"Perfect product, fast delivery. Great packaging.",4,Sports,True,0,2025-10-26,Positive
R01603,"Wonderful experience, highly recommended. Great packaging.",4,Electronics,True,0,2025-12-19,Positive
R01604,"Amazing quality, worth every penny. Fast delivery!",4,Books,True,0,2025-09-22,Positive
R01605,"Wonderful experience, highly recommended. Customer service was helpful.",4,Clothing,True,0,2025-05-02,Positive
R01606,"Poor quality, broke after one use. Delivery was late.",1,Books,True,0,2025-11-06,Negative
R01607,Decent but could be better.,3,Beauty,False,0,2025-05-11,Neutral
R01608,"Great purchase, very satisfied. Fast delivery!",4,Clothing,True,0,2025-03-01,Positive
R01609,Exceeded my expectations completely. Great packaging.,4,Sports,False,0,2025-12-20,Positive
R01610,"Average product, does the job.",3,Electronics,True,0,2025-05-17,Neutral
R01611,Exceeded my expectations completely. Fast delivery!,4,Sports,True,0,2025-08-15,Positive
R01612,"Amazing quality, worth every penny. Exactly as described.",5,Books,True,0,2025-11-03,Positive
R01613,Best purchase I've made in months. Great packaging.,5,Books,True,1,2025-06-13,Positive
R01614,"Fantastic product, great value for money. The beauty quality is excellent.",5,Beauty,True,1,2025-11-02,Positive
R01615,Best purchase I've made in months. Customer service was helpful.,5,Beauty,False,0,2025-05-27,Positive
R01616,"Wonderful experience, highly recommended. Exactly as described.",5,Home & Kitchen,False,1,2025-08-20,Positive
R01617,Excellent product! Highly recommended. Customer service was helpful.,5,Books,True,2,2025-04-21,Positive
R01618,"Great purchase, very satisfied. The books quality is excellent.",5,Books,True,0,2025-07-28,Positive
R01619,Best purchase I've made in months. Fast delivery!,4,Home & Kitchen,True,0,2025-05-01,Positive
R01620,"Amazing quality, worth every penny. The beauty quality is excellent.",4,Beauty,True,0,2026-01-19,Positive
R01621,"Great purchase, very satisfied. Fast delivery!",4,Books,True,0,2025-03-18,Positive
R01622,"Great purchase, very satisfied. Customer service was helpful.",4,Books,True,0,2025-08-10,Positive
R01623,"Perfect product, fast delivery. The books quality is excellent.",5,Books,True,6,2025-11-26,Positive
R01624,Acceptable for the price.,3,Electronics,False,0,2025-08-26,Neutral
R01625,Outstanding quality and service. Customer service was helpful.,5,Clothing,True,0,2025-12-17,Positive
R01626,Exceeded my expectations completely. Exactly as described.,4,Sports,True,0,2026-01-20,Positive
R01627,"Perfect product, fast delivery. Fast delivery!",4,Beauty,True,0,2025-08-11,Positive
R01628,"Wonderful experience, highly recommended. Great packaging.",5,Books,True,0,2026-01-03,Positive
R01629,"Wonderful experience, highly recommended. Exactly as described.",4,Sports,True,0,2025-06-19,Positive
R01630,Excellent product! Highly recommended. Fast delivery!,5,Sports,True,1,2025-10-12,Positive
R01631,"Waste of money, not as described. The books quality is poor.",1,Books,True,2,2025-06-14,Negative
R01632,Outstanding quality and service. Great packaging.,4,Clothing,True,0,2025-09-21,Positive
R01633,Exceeded my expectations completely. Exactly as described.,4,Clothing,True,0,2025-08-13,Positive
R01634,Loved it! Will buy again. Customer service was helpful.,5,Books,True,0,2025-06-06,Positive
R01635,Best purchase I've made in months. Fast delivery!,4,Sports,True,0,2025-04-19,Positive
R01636,Best purchase I've made in months. The beauty quality is excellent.,4,Beauty,True,0,2025-03-06,Positive
R01637,"Amazing quality, worth every penny. Customer service was helpful.",5,Beauty,True,1,2025-10-20,Positive
R01638,"Fantastic product, great value for money. Great packaging.",5,Electronics,True,1,2025-09-29,Positive
R01639,"Amazing quality, worth every penny. Customer service was helpful.",5,Books,False,2,2025-10-03,Positive
R01640,"Perfect product, fast delivery. The clothing quality is excellent.",5,Clothing,True,0,2025-05-12,Positive
R01641,Best purchase I've made in months. Customer service was helpful.,5,Beauty,True,1,2025-06-13,Positive
R01642,"Wonderful experience, highly recommended. Fast delivery!",4,Home & Kitchen,False,0,2025-12-17,Positive
R01643,Best purchase I've made in months. Exactly as described.,5,Sports,True,2,2025-03-05,Positive
R01644,Acceptable for the price.,3,Clothing,False,0,2025-05-27,Neutral
R01645,"Worst purchase ever, total waste. Customer service was unhelpful.",2,Home & Kitchen,False,5,2025-02-21,Negative
R01646,"Worst purchase ever, total waste. Not as shown in pictures.",1,Beauty,True,1,2025-03-18,Negative
R01647,Decent but could be better.,3,Clothing,False,0,2025-12-31,Neutral
R01648,"It's okay, nothing special.",3,Books,True,0,2025-07-16,Neutral
R01649,Exceeded my expectations completely. Great packaging.,4,Sports,True,0,2025-09-13,Positive
R01650,Loved it! Will buy again. Fast delivery!,4,Books,True,0,2025-11-15,Positive
R01651,"Fantastic product, great value for money. Fast delivery!",4,Books,True,0,2025-03-27,Positive
R01652,Outstanding quality and service. Fast delivery!,5,Beauty,True,3,2025-03-01,Positive
R01653,Excellent product! Highly recommended. Customer service was helpful.,4,Books,True,0,2025-06-06,Positive
R01654,"Perfect product, fast delivery. The home & kitchen quality is excellent.",5,Home & Kitchen,False,0,2025-05-27,Positive
R01655,"Fantastic product, great value for money. Great packaging.",4,Beauty,True,0,2025-09-13,Positive
R01656,"Average product, does the job.",3,Clothing,True,0,2025-12-23,Neutral
R01657,"Waste of money, not as described. Not as shown in pictures.",2,Electronics,True,0,2026-01-10,Negative
R01658,Exceeded my expectations completely. Exactly as described.,5,Sports,True,5,2026-01-04,Positive
R01659,Exceeded my expectations completely. Fast delivery!,4,Electronics,True,0,2025-04-14,Positive
R01660,"Wonderful experience, highly recommended. Customer service was helpful.",5,Clothing,True,0,2025-05-25,Positive
R01661,"It's okay, nothing special.",3,Home & Kitchen,True,0,2025-11-04,Neutral
R01662,"Fantastic product, great value for money. Exactly as described.",5,Sports,True,2,2025-05-06,Positive
R01663,Acceptable for the price.,3,Beauty,True,0,2025-10-24,Neutral
R01664,Exceeded my expectations completely. Great packaging.,4,Sports,True,0,2025-07-15,Positive
R01665,"Great purchase, very satisfied. Great packaging.",4,Clothing,True,0,2025-05-04,Positive
R01666,"Great purchase, very satisfied. Customer service was helpful.",4,Sports,True,0,2025-05-05,Positive
